connector,flow,sub_flow,code,message,status,router_error,decision,created_at,last_modified,step_up_possible,unified_code,unified_message,error_category,clear_pan_possible,feature_data,feature,standardised_code,description,user_guidance_message
cybersource,Payment,Authorize,CONSUMER_AUTHENTICATION_FAILED,Payer could not be authenticated.,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:35:26,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,authentication_failed,Authentication failed or was declined,We couldn't verify this payment with your bank. Try again or use a different payment method.
cybersource,Payment,Authorize,EXCEEDS_CREDIT_LIMIT,EXCEEDS_CREDIT_LIMIT,failure,,do_default,2025-12-08 21:08:08,2026-01-05 19:36:04,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,credit_limit_exceeded,Transaction exceeds cardholder's credit limit,This card has reached its credit limit. Use another card or contact your bank.
cybersource,Payment,Authorize,INVALID_CVN,INVALID_CVN,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:36:10,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_cvv,"CVV is missing, malformed, or does not match issuer records",The security code (CVV) is incorrect. Please re-enter it.
cybersource,Payment,Authorize,PROCESSOR_UNAVAILABLE,Processor failure.,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:35:45,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,psp_acquirer_error,Temporary acquirer internal error,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,CONTACT_PROCESSOR,Issuing bank has questions about the request.,failure,,do_default,2025-12-08 21:08:08,2026-01-05 19:35:29,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,do_not_honor,Do not honor,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,CUSTOMER_AUTHENTICATION_REQUIRED,CUSTOMER_AUTHENTICATION_REQUIRED,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:35:36,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,authentication_required,Authentication is required,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,GENERAL_DECLINE,GENERAL_DECLINE,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:35:39,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,do_not_honor,Do not honor,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,SYSTEM_ERROR,General system failure.,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:35:41,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,downstream_technical_issue,Downstream technical issue,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,SERVICE_TIMEOUT,"The request was received, but a service did not finish running in time.",failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:36:07,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,transaction_timed_out,Issuer timeout,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,ALLOWABLE_PIN_RETRIES_EXCEEDED,ALLOWABLE_PIN_RETRIES_EXCEEDED,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:35:33,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,payment_method_issue,Issue with Payment Method details,Issue with Payment Method details
cybersource,Payment,Authorize,BLACKLISTED_CUSTOMER,Customer matched a processor negative file.,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:35:52,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,suspected_fraud,Issuer flagged as suspected fraud.,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,SUSPENDED_ACCOUNT,Customerâs account frozen (eCheck).,failure,,do_default,2025-12-08 21:08:09,2026-01-05 19:35:53,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,account_closed_or_invalid,Account closed or invalid or missing,This account is not active. Use a different payment method.
cybersource,Payment,Authorize,ISSUER_UNAVAILABLE,Issuing bank unavailable.,failure,,do_default,2025-12-08 21:08:08,2026-01-05 19:35:56,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,issuer_unavailable,The card issuer's bank is temporarily unavailable,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,INVALID_DATA,One or more fields in the request contains invalid data.,failure,,do_default,2025-12-08 21:08:08,2026-01-05 19:36:12,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
cybersource,Payment,Authorize,MISSING_FIELD,Declined - The request is missing one or more fields,failure,,do_default,2026-01-30 12:02:07,2026-01-30 12:02:09,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,missing_or_invalid_param,Missing or invalid parameter,Something went wrong. Try another payment method or contact your bank
cybersource,Payment,Authorize,Network:Visa|IssuerCode:05,Network:Visa|IssuerCode:05,failure,,do_default,2026-02-18 13:32:23,2026-02-18 13:32:23,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,do_not_honor,Do not honor,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,Network:Visa|IssuerCode:54,Network:Visa|IssuerCode:54,failure,,do_default,2026-02-18 13:32:27,2026-02-18 13:32:27,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_expiry_date,Expiry date is in the past or improperly formatted.,The card's expiry date seems incorrect or has passed. Update it or use another card.
cybersource,Payment,Authorize,Network:Mastercard|IssuerCode:63,Network:Mastercard|IssuerCode:63,failure,,do_default,2026-02-18 13:32:19,2026-02-18 13:32:19,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,compliance_or_sanctions_restriction,Sanctions or compliance blockage,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,Network:Visa|IssuerCode:03,Network:Visa|IssuerCode:03,failure,,do_default,2026-02-18 13:32:22,2026-02-18 13:32:22,false,UE_2000,Issue with Configurations,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,merchant_inactive,Merchant configuration inactive or invalid,Something went wrong. Try another Payment Method
cybersource,Payment,Authorize,Network:Mastercard|IssuerCode:59,Network:Mastercard|IssuerCode:59,failure,,do_default,2026-02-18 13:32:17,2026-02-18 13:32:17,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,suspected_fraud,Issuer flagged as suspected fraud.,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,Network:Visa|IssuerCode:46,Network:Visa|IssuerCode:46,failure,,do_default,2026-02-18 13:32:26,2026-02-18 13:32:26,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,account_closed_or_invalid,Account closed or invalid or missing,This account is not active. Use a different payment method.
cybersource,Payment,Authorize,Network:Visa|IssuerCode:82,Network:Visa|IssuerCode:82,failure,,do_default,2026-02-18 13:32:32,2026-02-18 13:32:32,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_cvv,"CVV is missing, malformed, or does not match issuer records",The security code (CVV) is incorrect. Please re-enter it.
cybersource,Payment,Authorize,No error code,The requested resource does not exist,failure,,do_default,2026-02-18 13:32:03,2026-02-18 13:32:03,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,integration_issue,Issue with Integration,Something went wrong. Try another payment method or contact your bank
cybersource,Payment,Authorize,Network:Mastercard|IssuerCode:05,Network:Mastercard|IssuerCode:05,failure,,do_default,2026-02-18 13:32:15,2026-02-18 13:32:15,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,do_not_honor,Do not honor,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,Network:Visa|IssuerCode:59,Network:Visa|IssuerCode:59,failure,,do_default,2026-02-18 13:32:28,2026-02-18 13:32:28,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,suspected_fraud,Issuer flagged as suspected fraud.,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,Network:Visa|IssuerCode:14,Network:Visa|IssuerCode:14,failure,,do_default,2026-02-18 13:32:24,2026-02-18 13:32:24,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_card_number,The card number is invalid,The card number doesn't look right. Please check it and try again
cybersource,Payment,Authorize,Network:Visa|IssuerCode:51,Network:Visa|IssuerCode:51,failure,,do_default,2026-02-18 13:32:27,2026-02-18 13:32:27,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,insufficient_funds,The entered card has insufficient funds,There aren't enough funds on this card. Use another card or add funds and try again
cybersource,Payment,Authorize,Network:Mastercard|IssuerCode:65,Network:Mastercard|IssuerCode:65,failure,,retry,2026-02-18 13:32:19,2026-02-18 13:32:19,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,velocity_limit_exceeded,Transaction exceeds allowed frequency or velocity,This card has hit a usage limit set by your bank. Try another card or contact your bank.
cybersource,Payment,Authorize,Network:CartesBancaires|IssuerCode:12,Network:CartesBancaires|IssuerCode:12,failure,,do_default,2026-02-18 13:32:09,2026-02-18 13:32:09,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,operation_not_allowed,Operation not allowed,Something went wrong. Try another payment method or contact your bank
cybersource,Payment,Authorize,Network:Mastercard|IssuerCode:82,Network:Mastercard|IssuerCode:82,failure,,do_default,2026-02-18 13:32:20,2026-02-18 13:32:20,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_cvv,"CVV is missing, malformed, or does not match issuer records",The security code (CVV) is incorrect. Please re-enter it.
cybersource,Payment,Authorize,Network:Visa|IssuerCode:43,Network:Visa|IssuerCode:43,failure,,do_default,2026-02-18 13:32:25,2026-02-18 13:32:25,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,card_lost_or_stolen,This card has been reported as lost or stolen,The bank has blocked this card. Please use a different card.
cybersource,Payment,Authorize,Network:Visa|IssuerCode:N7,Network:Visa|IssuerCode:N7,failure,,do_default,2026-02-18 13:32:34,2026-02-18 13:32:34,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,invalid_cvv,"CVV is missing, malformed, or does not match issuer records",The security code (CVV) is incorrect. Please re-enter it.
cybersource,Payment,Authorize,Network:Mastercard|IssuerCode:51,Network:Mastercard|IssuerCode:51,failure,,do_default,2026-02-18 13:32:16,2026-02-18 13:32:16,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,insufficient_funds,The entered card has insufficient funds,There aren't enough funds on this card. Use another card or add funds and try again
cybersource,Payment,Authorize,Network:Mastercard|IssuerCode:58,Network:Mastercard|IssuerCode:58,failure,,do_default,2026-02-18 13:32:17,2026-02-18 13:32:17,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,transaction_not_permitted,This type of purchase is not permitted or supported,This payment method can't be used for this type of purchase. Try another payment method.
cybersource,Payment,Authorize,Network:Mastercard|IssuerCode:06,Network:Mastercard|IssuerCode:06,failure,,do_default,2026-02-18 13:32:15,2026-02-18 13:32:15,false,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,downstream_technical_issue,Downstream technical issue,Something went wrong. Try again or contact your bank
cybersource,Payment,Authorize,Network:Visa|IssuerCode:78,Network:Visa|IssuerCode:78,failure,,do_default,2026-02-18 13:32:31,2026-02-18 13:32:31,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,account_closed_or_invalid,Account closed or invalid or missing,This account is not active. Use a different payment method.
cybersource,Payment,Authorize,Network:Visa|IssuerCode:62,Network:Visa|IssuerCode:62,failure,,do_default,2026-02-18 13:32:30,2026-02-18 13:32:30,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,card_not_supported_restricted,"Card is restricted for this merchant, channel, or use case",This card can't be used for this payment. Try another card or payment method.
cybersource,Payment,Authorize,Network:Visa|IssuerCode:A1,Network:Visa|IssuerCode:A1,failure,,retry,2026-02-18 13:32:34,2026-02-18 13:32:34,true,UE_3000,Technical issue with PSP,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": true, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,authentication_required,Authentication is required,Something went wrong. Try again or contact your bank
stripe,Authorize,sub_flow,lock_timeout,"This object cannot be accessed right now because another API request or Stripe process is currently accessing it. If you see this error intermittently, retry the request. If you see this error frequently and are making multiple concurrent requests to a single object, make your requests serially or at a lower rate. See the rate limit documentation for more details.",Failure,,retry,2023-08-29 13:29:47,2023-08-29 13:29:47,false,,,,false,,,,,
stripe,Authorize,sub_flow,payment_intent_unexpected_state,The PaymentIntent’s state was incompatible with the operation you were trying to perform.,Failure,,retry,2023-08-29 13:29:47,2023-08-29 13:29:47,false,,,,false,,,,,
stripe,Authorize,sub_flow,account_country_invalid_address,The country of the business address provided does not match the country of the account. Businesses must be located in the same country as the account.,Failure,,do_default,2023-08-29 13:29:49,2023-08-29 13:29:49,false,,,,false,,,,,
stripe,Authorize,sub_flow,account_error_country_change_requires_additional_steps,Your account has already onboarded as a Connect platform. Changing your country requires additional steps. Please reach out to Stripe support for more information.,Failure,,do_default,2023-08-29 13:29:50,2023-08-29 13:29:50,false,,,,false,,,,,
stripe,Authorize,sub_flow,account_information_mismatch,"Some account information mismatches with one another. For example, some banks might require that the business_profile.name must match the account holder name.",Failure,,do_default,2023-08-29 13:29:50,2023-08-29 13:29:50,false,,,,false,,,,,
stripe,Authorize,sub_flow,account_number_invalid,"The bank account number provided is invalid (e.g., missing digits). Bank account information varies from country to country. We recommend creating validations in your entry forms based on the bank account formats we provide.",Failure,,do_default,2023-08-29 13:29:50,2023-08-29 13:29:50,false,,,,false,,,,,
stripe,Authorize,sub_flow,acss_debit_session_incomplete,The ACSS debit session is not ready to transition to complete status yet. Please try again the request later.,Failure,,do_default,2023-08-29 13:29:51,2023-08-29 13:29:51,false,,,,false,,,,,
stripe,Authorize,sub_flow,alipay_upgrade_required,This method for creating Alipay payments is not supported anymore. Please upgrade your integration to use Sources instead.,Failure,,retry,2023-08-29 13:29:51,2023-08-29 13:29:51,false,,,,false,,,,,
stripe,Authorize,sub_flow,authentication_required,"The payment requires authentication to proceed. If your customer is off session, notify your customer to return to your application and complete the payment. If you provided the error_on_requires_action parameter, then your customer should try another card that does not require authentication.",Failure,,retry,2023-08-29 13:29:52,2023-08-29 13:29:52,false,,,,false,,,,,
stripe,Authorize,sub_flow,balance_insufficient,The transfer or payout could not be completed because the associated account does not have a sufficient balance available. Create a new transfer or payout using an amount less than or equal to the account’s available balance.,Failure,,retry,2023-08-29 13:29:52,2023-08-29 13:29:52,false,,,,false,,,,,
stripe,Authorize,sub_flow,bank_account_declined,"The bank account provided can not be used to charge, either because it is not verified yet or it is not supported.",Failure,,do_default,2023-08-29 13:29:53,2023-08-29 13:29:53,false,,,,false,,,,,
stripe,Authorize,sub_flow,bank_account_restricted,The customer’s account cannot be used with the payment method.,Failure,,do_default,2023-08-29 13:29:53,2023-08-29 13:29:53,false,,,,false,,,,,
stripe,Authorize,sub_flow,bank_account_unusable,The bank account provided cannot be used. A different bank account must be used.,Failure,,do_default,2023-08-29 13:29:53,2023-08-29 13:29:53,false,,,,false,,,,,
stripe,Authorize,sub_flow,bank_account_verification_failed,"The bank account cannot be verified, either because the microdeposit amounts provided do not match the actual amounts, or because verification has failed too many times.",Failure,,do_default,2023-08-29 13:29:54,2023-08-29 13:29:54,false,,,,false,,,,,
stripe,Authorize,sub_flow,billing_invalid_mandate,"The Subscription or Invoice attempted payment on a PaymentMethod without an active mandate. In order to create Subscription or Invoice payments with this PaymentMethod, it must be confirmed on-session with a PaymentIntent or SetupIntent first.",Failure,,do_default,2023-08-29 13:29:54,2023-08-29 13:29:54,false,,,,false,,,,,
stripe,Authorize,sub_flow,bitcoin_upgrade_required,This method for creating Bitcoin payments is not supported anymore. Please upgrade your integration to use Sources instead.,Failure,,retry,2023-08-29 13:29:54,2023-08-29 13:29:54,false,,,,false,,,,,
stripe,Authorize,sub_flow,capture_charge_authorization_expired,The charge cannot be captured as the authorization has expired. Refer to the payment method’s documentation to learn more.,Failure,,do_default,2023-08-29 13:29:55,2023-08-29 13:29:55,false,,,,false,,,,,
stripe,Authorize,sub_flow,resource_missing,"The ID provided is not valid. Either the resource does not exist, or an ID for a different resource has been provided.",Failure,,do_default,2023-08-29 13:30:14,2023-08-29 13:30:14,false,,,,false,,,,,
stripe,Authorize,sub_flow,card_decline_rate_limit_exceeded,This card has been declined too many times. You can try to charge this card again after 24 hours. We suggest reaching out to your customer to make sure they have entered all of their information correctly and that there are no issues with their card.,Failure,,do_default,2023-08-29 13:29:55,2023-08-29 13:29:55,false,,,,false,,,,,
stripe,Authorize,sub_flow,card_declined,"The card has been declined. When a card is declined, the error returned also includes the decline_code attribute with the reason why the card was declined. Refer to our decline codes documentation to learn more.",Failure,,do_default,2023-08-29 13:29:55,2023-08-29 13:29:55,false,,,,false,,,,,
stripe,Authorize,sub_flow,cardholder_phone_number_required,You must have a phone_number on file for Issuing Cardholders who will be creating EU cards. You cannot create EU cards without a phone_number on file for the cardholder. See the 3D Secure Documenation for more details.,Failure,,do_default,2023-08-29 13:29:56,2023-08-29 13:29:56,false,,,,false,,,,,
stripe,Authorize,sub_flow,payment_method_bank_account_blocked,This bank account has failed verification in the past and can not be used. Contact us if you wish to attempt to use these bank account credentials.,Failure,,retry,2023-08-29 13:30:08,2023-08-29 13:30:08,false,,,,false,,,,,
stripe,Authorize,sub_flow,setup_intent_invalid_parameter,One or more provided parameters was not allowed for the given operation on the SetupIntent. Check our API reference or the returned error message to see which values were not correct for that SetupIntent.,Failure,,do_default,2023-08-29 13:30:15,2023-08-29 13:30:15,false,,,,false,,,,,
stripe,Authorize,sub_flow,charge_already_captured,The charge you’re attempting to capture has already been captured. Update the request with an uncaptured charge ID.,failure,,do_default,2023-08-29 13:29:56,2025-11-11 16:33:11,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,,,
stripe,Authorize,sub_flow,charge_disputed,The charge you’re attempting to refund has been charged back. Check the disputes documentation to learn how to respond to the dispute.,Failure,,do_default,2023-08-29 13:29:56,2023-08-29 13:29:56,false,,,,false,,,,,
stripe,Authorize,sub_flow,charge_exceeds_source_limit,"This charge would cause you to exceed your rolling-window processing limit for this source type. Please retry the charge later, or contact us to request a higher processing limit.",Failure,,do_default,2023-08-29 13:29:57,2023-08-29 13:29:57,false,,,,false,,,,,
stripe,Authorize,sub_flow,charge_expired_for_capture,The charge cannot be captured as the authorization has expired. Auth and capture charges must be captured within a set number of days (7 by default).,Failure,,do_default,2023-08-29 13:29:57,2023-08-29 13:29:57,false,,,,false,,,,,
stripe,Authorize,sub_flow,parameters_exclusive,Two or more mutually exclusive parameters were provided. Check our API documentation or the returned error message to see which values are permitted when creating or modifying the specified resource.,Failure,,retry,2023-08-29 13:30:06,2023-08-29 13:30:06,false,,,,false,,,,,
stripe,Authorize,sub_flow,charge_invalid_parameter,One or more provided parameters was not allowed for the given operation on the Charge. Check our API reference or the returned error message to see which values were not correct for that Charge.,Failure,,do_default,2023-08-29 13:29:57,2023-08-29 13:29:57,false,,,,false,,,,,
stripe,Authorize,sub_flow,charge_not_refundable,Attempt to refund a charge was unsuccessful because the charge is no longer refundable.,Failure,,do_default,2023-08-29 13:29:58,2023-08-29 13:29:58,false,,,,false,,,,,
stripe,Authorize,sub_flow,clearing_code_unsupported,The clearing code provided is not supported.,Failure,,do_default,2023-08-29 13:29:58,2023-08-29 13:29:58,false,,,,false,,,,,
stripe,Authorize,sub_flow,coupon_expired,"The coupon provided for a subscription or order has expired. Either create a new coupon, or use an existing one that is valid.",Failure,,do_default,2023-08-29 13:29:58,2023-08-29 13:29:58,false,,,,false,,,,,
stripe,Authorize,sub_flow,customer_max_subscriptions,The maximum number of subscriptions for a customer has been reached. Contact us if you are receiving this error.,Failure,,do_default,2023-08-29 13:29:59,2023-08-29 13:29:59,false,,,,false,,,,,
stripe,Authorize,sub_flow,email_invalid,"The email address is invalid (e.g., not properly formatted). Check that the email address is properly formatted and only includes allowed characters.",Failure,,do_default,2023-08-29 13:29:59,2023-08-29 13:29:59,false,,,,false,,,,,
stripe,Authorize,sub_flow,payment_intent_invalid_parameter,One or more provided parameters was not allowed for the given operation on the PaymentIntent. Check our API reference or the returned error message to see which values were not correct for that PaymentIntent.,Failure,,retry,2023-08-29 13:30:07,2023-08-29 13:30:07,false,,,,false,,,,,
stripe,Authorize,sub_flow,sepa_unsupported_account,Your account does not support SEPA payments.,Failure,,retry,2023-08-29 13:30:14,2023-08-29 13:30:14,false,,,,false,,,,,
stripe,Authorize,sub_flow,payment_intent_mandate_invalid,The provided mandate is invalid and can not be used for the payment intent.,Failure,,do_default,2023-08-29 13:30:08,2023-08-29 13:30:08,false,,,,false,,,,,
stripe,Authorize,sub_flow,incorrect_cvc,The card’s security code is incorrect. Check the card’s security code or use a different card.,failure,,do_default,2023-08-29 13:30:00,2025-11-11 16:33:49,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,,,
stripe,Authorize,sub_flow,payment_method_configuration_failures,Attempt to create or modify Payment Method Configuration was unsuccessful.,Failure,,do_default,2023-08-29 13:30:09,2023-08-29 13:30:09,false,,,,false,,,,,
stripe,Authorize,sub_flow,payment_method_microdeposit_verification_amounts_mismatch,The amounts provided do not match the amounts that were sent to the bank account.,Failure,,retry,2023-08-29 13:30:11,2023-08-29 13:30:11,false,,,,false,,,,,
stripe,Authorize,sub_flow,expired_card,expired_card,failure,,do_default,2024-12-27 16:28:41,2025-11-11 16:32:55,false,UE_1000,Issue with Payment Method details,issue_with_payment_method,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,,,
stripe,Authorize,sub_flow,intent_invalid_state,Intent is not in the state that is required to perform the operation.,Failure,,do_default,2023-08-29 13:30:01,2023-08-29 13:30:01,false,,,,false,,,,,
stripe,Authorize,sub_flow,payment_method_currency_mismatch,The currency specified does not match the currency for the attached payment method. A payment can only be created for the same currency as the corresponding payment method.,Failure,,do_default,2023-08-29 13:30:09,2023-08-29 13:30:09,false,,,,false,,,,,
stripe,Authorize,sub_flow,intent_verification_method_missing,Intent does not have verification method specified in its PaymentMethodOptions object.,Failure,,do_default,2023-08-29 13:30:02,2023-08-29 13:30:02,false,,,,false,,,,,
stripe,Authorize,sub_flow,payment_method_not_available,The payment processor for the provided payment method is temporarily unavailable. Please try a different payment method or retry later with the same payment method.,Failure,,retry,2023-08-29 13:30:12,2023-08-29 13:30:12,false,,,,false,,,,,
stripe,Authorize,sub_flow,payment_method_invalid_parameter,Invalid parameter was provided in the payment method object. Check our API documentation or the returned error message for more context.,Failure,,retry,2023-08-29 13:30:10,2023-08-29 13:30:10,false,,,,false,,,,,
stripe,Authorize,sub_flow,invalid_cvc,The card’s security code is invalid. Check the card’s security code or use a different card.,failure,,do_default,2023-08-29 13:30:03,2025-11-11 16:33:51,false,UE_1000,Issue with Payment Method details,,false,"{""retry"": {""decision"": ""do_default"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,,,
stripe,Authorize,sub_flow,payment_method_unexpected_state,The provided payment method’s state was incompatible with the operation you were trying to perform. Confirm that the payment method is in an allowed state for the given operation before attempting to perform it.,failure,,retry,2023-08-29 13:30:12,2025-12-08 19:24:25,false,UE_4000,Issue with Integration,,false,"{""retry"": {""decision"": ""retry"", ""step_up_possible"": false, ""clear_pan_possible"": false, ""alternate_network_possible"": false}}",retry,,,
stripe,Authorize,sub_flow,invalid_source_usage,"The source cannot be used because it is not in the correct state (e.g., a charge request is trying to use a source with a pending, failed, or consumed source). Check the status of the source you are attempting to use.",Failure,,do_default,2023-08-29 13:30:04,2023-08-29 13:30:04,false,,,,false,,,,,
